 0.1000000E+03  0.1604285E+01  0.0000000E+00
 0.3000000E+03  0.8367046E+01  0.0000000E+00
 0.5000000E+03  0.1740888E+02  0.0000000E+00
 0.7000000E+03  0.2823548E+02  0.0000000E+00
 0.9000000E+03  0.3949231E+02  0.0000000E+00
 0.1100000E+04  0.5107118E+02  0.0000000E+00
 0.1300000E+04  0.6235210E+02  0.0000000E+00
 0.1500000E+04  0.7308309E+02  0.0000000E+00
 0.1700000E+04  0.8299415E+02  0.0000000E+00
 0.1900000E+04  0.9206016E+02  0.0000000E+00
 0.2100000E+04  0.1003580E+03  0.0000000E+00
 0.2300000E+04  0.1079634E+03  0.0000000E+00
 0.2500000E+04  0.1149219E+03  0.0000000E+00
 0.2700000E+04  0.1212318E+03  0.0000000E+00
 0.2900000E+04  0.1268788E+03  0.0000000E+00
