 0.1000000E+03  0.1524004E+01  0.0000000E+00
 0.3000000E+03  0.6030004E+01  0.0000000E+00
 0.5000000E+03  0.9759750E+01  0.0000000E+00
 0.7000000E+03  0.1248921E+02  0.0000000E+00
 0.9000000E+03  0.1439406E+02  0.0000000E+00
 0.1100000E+04  0.1570431E+02  0.0000000E+00
 0.1300000E+04  0.1660457E+02  0.0000000E+00
 0.1500000E+04  0.1722073E+02  0.0000000E+00
 0.1700000E+04  0.1764952E+02  0.0000000E+00
 0.1900000E+04  0.1795492E+02  0.0000000E+00
 0.2100000E+04  0.1817753E+02  0.0000000E+00
 0.2300000E+04  0.1834366E+02  0.0000000E+00
 0.2500000E+04  0.1846937E+02  0.0000000E+00
 0.2700000E+04  0.1856511E+02  0.0000000E+00
 0.2900000E+04  0.1863819E+02  0.0000000E+00
