 0.1000000E+03  0.1964927E+01  0.0000000E+00
 0.3000000E+03  0.8775266E+01  0.0000000E+00
 0.5000000E+03  0.1578508E+02  0.0000000E+00
 0.7000000E+03  0.2282992E+02  0.0000000E+00
 0.9000000E+03  0.2984422E+02  0.0000000E+00
 0.1100000E+04  0.3686883E+02  0.0000000E+00
 0.1300000E+04  0.4376233E+02  0.0000000E+00
 0.1500000E+04  0.5046829E+02  0.0000000E+00
 0.1700000E+04  0.5695591E+02  0.0000000E+00
 0.1900000E+04  0.6321001E+02  0.0000000E+00
 0.2100000E+04  0.6922345E+02  0.0000000E+00
 0.2300000E+04  0.7499103E+02  0.0000000E+00
 0.2500000E+04  0.8050684E+02  0.0000000E+00
 0.2700000E+04  0.8577073E+02  0.0000000E+00
 0.2900000E+04  0.9078415E+02  0.0000000E+00
