 0.1000000E+03  0.2530510E+01  0.0000000E+00
 0.3000000E+03  0.1279589E+02  0.0000000E+00
 0.5000000E+03  0.2462388E+02  0.0000000E+00
 0.7000000E+03  0.3661445E+02  0.0000000E+00
 0.9000000E+03  0.4843253E+02  0.0000000E+00
 0.1100000E+04  0.6002572E+02  0.0000000E+00
 0.1300000E+04  0.7127262E+02  0.0000000E+00
 0.1500000E+04  0.8211087E+02  0.0000000E+00
 0.1700000E+04  0.9253252E+02  0.0000000E+00
 0.1900000E+04  0.1025334E+03  0.0000000E+00
 0.2100000E+04  0.1121148E+03  0.0000000E+00
 0.2300000E+04  0.1212822E+03  0.0000000E+00
 0.2500000E+04  0.1300383E+03  0.0000000E+00
 0.2700000E+04  0.1383912E+03  0.0000000E+00
 0.2900000E+04  0.1463482E+03  0.0000000E+00
