3.000000e+00 2.417101e-03 2.416016e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.393103e+01 1.459478e-01 1.461202e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.486207e+01 2.591708e-01 2.618776e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.579310e+01 3.024493e-01 3.110035e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.267241e+02 3.104645e-01 3.247528e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.576552e+02 3.064111e-01 3.255840e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.885862e+02 2.906896e-01 3.177260e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.195172e+02 2.767281e-01 3.070148e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.504483e+02 2.574464e-01 2.948514e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.813793e+02 2.386335e-01 2.804245e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.123103e+02 2.214898e-01 2.662089e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.432414e+02 2.024168e-01 2.516114e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.741724e+02 1.858685e-01 2.370587e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.051034e+02 1.716179e-01 2.247959e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.360345e+02 1.570014e-01 2.125213e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.669655e+02 1.441340e-01 2.017117e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.978966e+02 1.335595e-01 1.905106e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.288276e+02 1.237488e-01 1.825824e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.597586e+02 1.142816e-01 1.741751e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.906897e+02 1.059908e-01 1.660439e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.216207e+02 9.899904e-02 1.585888e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.525517e+02 9.243586e-02 1.518724e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.834828e+02 8.605122e-02 1.462900e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.144138e+02 8.030113e-02 1.404393e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.453448e+02 7.526347e-02 1.349619e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.762759e+02 7.066208e-02 1.297901e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.072069e+02 6.627510e-02 1.254230e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.381379e+02 6.212316e-02 1.202003e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.690690e+02 5.835818e-02 1.156094e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00

