1.000750398816308176e-05 6.000182092432242342e+01
1.104985676647629758e-05 6.605474473152290216e+01
1.220077774632955139e-05 7.271829814422164873e+01
1.347157649433939125e-05 8.005405264031145407e+01
1.487473673478234729e-05 8.812979416118093923e+01
1.642404640733730387e-05 9.702018293215355982e+01
1.813472772482782941e-05 1.068074017941881237e+02
2.002358814934268933e-05 1.175818853786243494e+02
2.210918864875566214e-05 1.294432413906349950e+02
2.441201831970829855e-05 1.425010627323109418e+02
2.695470357139129869e-05 1.568759945471423407e+02
2.976222822326236151e-05 1.727009142809715456e+02
3.286217543063685298e-05 1.901219337855670517e+02
3.628500417107716880e-05 2.093000881073085964e+02
4.006434755865485154e-05 2.304124873838508449e+02
4.423733480507508598e-05 2.536540910269718268e+02
4.884496956947260960e-05 2.792394189213824234e+02
5.393251922214405104e-05 3.074047005976664764e+02
5.954997686785647138e-05 3.384098002484263930e+02
6.575253064511345192e-05 3.725407516444544740e+02
7.260112761287020012e-05 4.101121102347524925e+02
8.016305218916387721e-05 4.514701392321131834e+02
8.851259917719291016e-05 4.969955548171592454e+02
9.773181955097244545e-05 5.471071078585321175e+02
1.079112844308838384e-04 6.022652577744839846e+02
1.191510164062492685e-04 6.629761050892807361e+02
1.315614354098215970e-04 7.297960134201366600e+02
1.452645083190873536e-04 8.033363132515961524e+02
1.603948330739513311e-04 8.842672342832006507e+02
1.771011011442169547e-04 9.733257970817977593e+02
1.955474435817450827e-04 1.071319192015649378e+03
2.159151044907048887e-04 1.179132132481709732e+03
2.384042018093169007e-04 1.297734011997063590e+03
2.632356772664934939e-04 1.428183850524418403e+03
2.906535519286990708e-04 1.571639421735877249e+03
3.209272108506411856e-04 1.729362615351994918e+03
3.543540660757572543e-04 1.902727227171790673e+03
3.912625543307513541e-04 2.093226986004817718e+03
4.320153384469450062e-04 2.302480571292542209e+03
4.770128289237618988e-04 2.532238118725339064e+03
5.266970838420094144e-04 2.784386207765321160e+03
5.815563490614296090e-04 3.060954014785468189e+03
6.421295693144203317e-04 3.364113701995619067e+03
7.090119761414828085e-04 3.696182902291893697e+03
7.828606176190080427e-04 4.059615071334949789e+03
8.644011104479434274e-04 4.457005100384695652e+03
9.544346248731018197e-04 4.891060429181302425e+03
1.053845859132707336e-03 5.364586829946627404e+03
1.163611421361565807e-03 5.880456256442626000e+03
1.284809783101082065e-03 6.441556244006816996e+03
1.418631873093545437e-03 7.050758378212613025e+03
1.566392485983669975e-03 7.710829007990528225e+03
1.729543437249958949e-03 8.424370686371637930e+03
1.909687649458646991e-03 9.193704557522783944e+03
2.108595333993435340e-03 1.002077314593144183e+04
2.328220522031188445e-03 1.090701585655511190e+04
2.570721320807934241e-03 1.185323266527651322e+04
2.838480286300182343e-03 1.285941863488407580e+04
3.134128171950579557e-03 1.392461750729163577e+04
3.460569772869348960e-03 1.504670805271064091e+04
3.821012796834112081e-03 1.622216426518055050e+04
4.218998830765485764e-03 1.744580866258504466e+04
4.658437334001065168e-03 1.871056062937798197e+04
5.143646616488696012e-03 2.000720474584769545e+04
5.679394118487835798e-03 2.132495554814613206e+04
6.270943675190211210e-03 2.264726266320078139e+04
6.924107205122710142e-03 2.395732114919650485e+04
7.645301986485720548e-03 2.523331716366950059e+04
8.441614918410779780e-03 2.645232130884324943e+04
9.320869110524656123e-03 2.758615938082310822e+04
1.029170397669077093e-02 2.860254429763174630e+04
1.136365812271833420e-02 2.946606108790220969e+04
1.254726480692625393e-02 3.013874510529678810e+04
1.385415159165859396e-02 3.058023697321926375e+04
1.529715955257416118e-02 3.075022758234262437e+04
1.689046807587146759e-02 3.061111080182351725e+04
1.864973083138466228e-02 3.013203130358521230e+04
2.059223316609859813e-02 2.929428589492453830e+04
2.273706160485744823e-02 2.809771817945546718e+04
2.510528825223446239e-02 2.656756768274727074e+04
2.772018313407898643e-02 2.476014798900646929e+04
3.060743585228920330e-02 2.276485533104203569e+04
3.379542008042336204e-02 2.069978864447777960e+04
3.731545433402062156e-02 1.869909055704779530e+04
4.120212420821190574e-02 1.689123004785264493e+04
4.532233625650406578e-02 1.541411449690442896e+04
4.944254830479623275e-02 1.434451360183343604e+04
5.356276035308838585e-02 1.353730044113324220e+04
5.768297240138055282e-02 1.287896742053215166e+04
6.180318444967270591e-02 1.228426952545617678e+04
6.592340022325517135e-02 1.166578312952465240e+04
7.004360854625703292e-02 1.097091319283560551e+04
7.416382431983949142e-02 1.019493836827051382e+04
7.828403264284135299e-02 9.372493939100444550e+03
8.240424841642381149e-02 8.554603693822253263e+03
8.652446419000626998e-02 7.786906539406742922e+03
9.166371822357179122e-02 6.951014886728898091e+03
9.680297970771790939e-02 6.289218237470186978e+03
1.019422337412834167e-01 5.810881043805597983e+03
1.070814952254295627e-01 5.485708243721347571e+03
1.122207492589950700e-01 5.256738569087138785e+03
1.173600107431411882e-01 5.063465844442716843e+03
1.224992647767067233e-01 4.858501566967829604e+03
1.276385188102722168e-01 4.615157405712249783e+03
1.327777802944183350e-01 4.328968733611364769e+03
1.379170417785644531e-01 4.013277259195991519e+03
1.430563032627105713e-01 3.691837114988967642e+03
1.481955498456955234e-01 3.392037479209122921e+03
1.533348113298416415e-01 3.137103530269442672e+03
1.584740728139877597e-01 2.937770740645435126e+03
1.636133342981338779e-01 2.789876691101325832e+03
1.687525808811188022e-01 2.680404993600936905e+03
1.738918423652649203e-01 2.594024164342159111e+03
