  0.9999999747378752E-04  0.7116401195526123E+01
  0.1010050182230771E-03  0.7185743331909180E+01
  0.1020201307255775E-03  0.7255760669708252E+01
  0.1030454513966106E-03  0.7326459407806396E+01
  0.1040810820995830E-03  0.7397846221923828E+01
  0.1051271028700285E-03  0.7469928264617920E+01
  0.1061836592270993E-03  0.7542711734771729E+01
  0.1072508166544139E-03  0.7616204261779785E+01
  0.1083287061192095E-03  0.7690412044525146E+01
  0.1094174222089350E-03  0.7765342712402344E+01
  0.1105170958908275E-03  0.7841002464294434E+01
  0.1116277999244630E-03  0.7917398452758789E+01
  0.1127496798289940E-03  0.7994538307189941E+01
  0.1138828374678269E-03  0.8072429656982422E+01
  0.1150273747043684E-03  0.8151079177856445E+01
  0.1161834225058556E-03  0.8230494499206543E+01
  0.1173510900116526E-03  0.8310683250427246E+01
  0.1185304863611236E-03  0.8391651153564453E+01
  0.1197217279695906E-03  0.8473407745361328E+01
  0.1209249603562057E-03  0.8555959701538086E+01
  0.1221402781084180E-03  0.8639315605163574E+01
  0.1233678049175069E-03  0.8723482131958008E+01
  0.1246076717507094E-03  0.8808467864990234E+01
  0.1258599950233474E-03  0.8894280433654785E+01
  0.1271249202545732E-03  0.8980929374694824E+01
  0.1284025347558782E-03  0.9068422317504883E+01
  0.1296929985983297E-03  0.9156765937805176E+01
  0.1309964427491650E-03  0.9245967864990234E+01
  0.1323129690717906E-03  0.9336038589477539E+01
  0.1336427376372740E-03  0.9426984786987305E+01
  0.1349858794128522E-03  0.9518815994262695E+01
  0.1363425108138472E-03  0.9611540794372559E+01
  0.1377127773594111E-03  0.9705167770385742E+01
  0.1390968100167811E-03  0.9799706459045410E+01
  0.1404947543051094E-03  0.9895163536071777E+01
  0.1419067411916330E-03  0.9991550445556641E+01
  0.1433329307474196E-03  0.1008887386322021E+02
  0.1447734539397061E-03  0.1018714523315430E+02
  0.1462284562876448E-03  0.1028637218475342E+02
  0.1476980833103880E-03  0.1038656330108643E+02
  0.1491824659751728E-03  0.1048772907257080E+02
  0.1506817789049819E-03  0.1058987903594971E+02
  0.1521961530670524E-03  0.1069302177429199E+02
  0.1537257339805365E-03  0.1079716777801514E+02
  0.1552707108203322E-03  0.1090232563018799E+02
  0.1568312145536765E-03  0.1100850772857666E+02
  0.1584073906997219E-03  0.1111572074890137E+02
  0.1599994138814509E-03  0.1122397708892822E+02
  0.1616074441699311E-03  0.1133328533172607E+02
  0.1632316125323996E-03  0.1144365692138672E+02
  0.1648721226956695E-03  0.1155510139465332E+02
  0.1665291201788932E-03  0.1166762828826904E+02
  0.1682027505012229E-03  0.1178125000000000E+02
  0.1698932319413871E-03  0.1189597511291504E+02
  0.1716006663627923E-03  0.1201181602478027E+02
  0.1733253011479974E-03  0.1212878131866455E+02
  0.1750672381604090E-03  0.1224688434600830E+02
  0.1768266956787556E-03  0.1236613464355469E+02
  0.1786038337741047E-03  0.1248654460906982E+02
  0.1803988270694390E-03  0.1260812377929688E+02
  0.1822118647396564E-03  0.1273088359832764E+02
  0.1840431359596550E-03  0.1285483551025391E+02
  0.1858928008005023E-03  0.1297999095916748E+02
  0.1877610484370962E-03  0.1310636234283447E+02
  0.1896480680443347E-03  0.1323396205902100E+02
  0.1915540779009461E-03  0.1336280155181885E+02
  0.1934792235260829E-03  0.1349289226531982E+02
  0.1954237231984735E-03  0.1362424564361572E+02
  0.1973877806449309E-03  0.1375687503814697E+02
  0.1993715413846076E-03  0.1389079189300537E+02
  0.2013752673519775E-03  0.1402600860595703E+02
  0.2033991040661931E-03  0.1416253757476807E+02
  0.2054432989098132E-03  0.1430039119720459E+02
  0.2075080556096509E-03  0.1443958187103271E+02
  0.2095935487886891E-03  0.1458012390136719E+02
  0.2117000112775713E-03  0.1472203063964844E+02
  0.2138276031473652E-03  0.1486531352996826E+02
  0.2159766154363751E-03  0.1500998687744141E+02
  0.2181472227675840E-03  0.1515606498718262E+02
  0.2203396288678050E-03  0.1530355930328369E+02
  0.2225540811195970E-03  0.1545248413085938E+02
  0.2247907832497731E-03  0.1560285377502441E+02
  0.2270499680889770E-03  0.1575468063354492E+02
  0.2293318684678525E-03  0.1590797996520996E+02
  0.2316366881132126E-03  0.1606276512145996E+02
  0.2339646744076163E-03  0.1621905136108398E+02
  0.2363160601817071E-03  0.1637685394287109E+02
  0.2386910782661289E-03  0.1653618621826172E+02
  0.2410899614915252E-03  0.1669706153869629E+02
