1.000000000000000000e+02 2.625266500144386851e-10 2.992476437617939706e-04 7.607798070999020716e-03
1.190000000000000000e+02 2.339721398859671445e-10 2.553421447690819041e-04 1.164101997660069339e-02
1.380000000000000000e+02 2.125862019329710777e-10 2.559559651718844569e-04 9.627068190981771106e-03
1.570000000000000000e+02 1.878047201630061481e-10 2.360233099749719057e-04 9.548792656477627858e-03
1.760000000000000000e+02 1.771022924209564459e-10 2.252147871501043231e-04 8.443150982662296980e-03
1.950000000000000000e+02 1.723904648248634422e-10 2.196736875359224907e-04 4.196820694246514855e-03
2.140000000000000000e+02 1.614840589922590030e-10 2.082542816520615116e-04 -2.444428669394822784e-03
2.330000000000000000e+02 1.447180102637217686e-10 1.911007190342401720e-04 -8.323981629425976012e-03
2.520000000000000000e+02 1.304997768291381759e-10 1.772026866265129187e-04 -8.389371280336196599e-03
2.710000000000000000e+02 1.224546849258948901e-10 1.705415158123159750e-04 -6.480470192315540556e-03
2.900000000000000000e+02 1.174770573696879458e-10 1.671536441413894148e-04 -4.238405232140612933e-03
3.090000000000000000e+02 1.113375638431476368e-10 1.615020165867844630e-04 -2.668237152380748597e-03
3.280000000000000000e+02 1.032837362211575184e-10 1.522846449404338025e-04 -1.632252335873064222e-03
3.470000000000000000e+02 9.495970863947150210e-11 1.413139304792311341e-04 -1.511104678561101932e-03
3.660000000000000000e+02 8.810586900728517989e-11 1.317882799033453535e-04 -1.579538088047262095e-03
3.850000000000000000e+02 8.211447980306149479e-11 1.231603886843675216e-04 -1.962924024255905016e-03
4.040000000000000000e+02 7.624427867202399356e-11 1.145657134303320755e-04 -2.741111258357919762e-03
4.230000000000000000e+02 7.057821370616234343e-11 1.062487400899113826e-04 -2.698010155632513639e-03
4.420000000000000000e+02 6.565176585187566828e-11 9.916317699250286051e-05 -2.256846458586625557e-03
4.610000000000000000e+02 6.166418182021482128e-11 9.382172916848063599e-05 -1.697020647833864934e-03
4.800000000000000000e+02 5.827883542577622528e-11 8.981324219901533508e-05 -1.567913483981264776e-03
4.990000000000000000e+02 5.530055433418307638e-11 8.673761811121061857e-05 -1.609607777701310347e-03
5.180000000000000000e+02 5.271533268408998593e-11 8.442845831805679060e-05 -1.944947326979635247e-03
5.370000000000000000e+02 5.056916715644886026e-11 8.287532875892186866e-05 -1.706107981876292838e-03
5.560000000000000000e+02 4.869726869355362055e-11 8.179993845837522676e-05 -1.522122991045961110e-03
5.750000000000000000e+02 4.682372362722255636e-11 8.071535941791529978e-05 -1.130333187842092434e-03
5.940000000000000000e+02 4.484636728366031255e-11 7.934433043333649995e-05 -1.213885147873636780e-03
6.130000000000000000e+02 4.281687600447579687e-11 7.765605759165741199e-05 -1.286952884801502960e-03
6.320000000000000000e+02 4.086117754761100341e-11 7.582199899427316016e-05 -1.227930992280988187e-03
6.510000000000000000e+02 3.898839592762815619e-11 7.390835324748575800e-05 -1.063776775617532875e-03
6.700000000000000000e+02 3.716063722102443375e-11 7.192052627524843985e-05 -8.341126173423413356e-04
6.890000000000000000e+02 3.536207255857750475e-11 6.987480417781044529e-05 -1.073304248874683850e-03
7.080000000000000000e+02 3.367214416122965245e-11 6.792804235261902892e-05 -8.713183798844754881e-04
7.270000000000000000e+02 3.217816824652099446e-11 6.626900014506900043e-05 -8.765216480312308959e-04
7.460000000000000000e+02 3.089917303269290372e-11 6.497426025040751963e-05 -8.961633611471253938e-04
7.650000000000000000e+02 2.979071921851951697e-11 6.400575723260856136e-05 -8.560409622034733344e-04
7.840000000000000000e+02 2.878653884478980458e-11 6.325642719654917770e-05 -7.993170321630044825e-04
8.030000000000000000e+02 2.785991835648816012e-11 6.266479417524459163e-05 -6.452918295453232604e-04
8.220000000000000000e+02 2.699417477518356524e-11 6.217674367276550826e-05 -5.098152379823359288e-04
8.410000000000000000e+02 2.617256016742712333e-11 6.174394841482541566e-05 -5.986592023538372205e-04
8.600000000000000000e+02 2.535704590120685746e-11 6.128017070312555400e-05 -6.228759546245605551e-04
8.790000000000000000e+02 2.451643425277879170e-11 6.070918639356239329e-05 -5.241637470147394702e-04
8.980000000000000000e+02 2.364284291688915233e-11 6.000054595594012612e-05 -5.288195679430329147e-04
9.170000000000000000e+02 2.275220338401469051e-11 5.917778250547594258e-05 -4.574340104688816733e-04
9.360000000000000000e+02 2.190898606040754413e-11 5.837480090626040018e-05 -4.073792803381045408e-04
9.550000000000000000e+02 2.105960864670758346e-11 5.749902413640516112e-05 -4.676599492464390373e-04
9.740000000000000000e+02 2.022531941488412007e-11 5.660684816696227547e-05 -4.613336323907229271e-04
9.930000000000000000e+02 1.944723024312657851e-11 5.579647388044493400e-05 -3.865149237032476453e-04
1.012000000000000000e+03 1.874773465868823904e-11 5.512731640662041637e-05 -4.685946869482845176e-04
1.031000000000000000e+03 1.811790261067870669e-11 5.458711833753947896e-05 -5.364518866318741114e-04
1.050000000000000000e+03 1.753327876550420879e-11 5.412244309945340418e-05 -5.165935874367852832e-04
1.069000000000000000e+03 1.697906809474193029e-11 5.369598261799039292e-05 -5.221957256309858915e-04
1.088000000000000000e+03 1.645441312972834790e-11 5.330321838887090577e-05 -5.079760260258832068e-04
1.107000000000000000e+03 1.596103119343069938e-11 5.294701440791336583e-05 -4.923735206381166544e-04
1.126000000000000000e+03 1.549367106338799976e-11 5.261130653405370945e-05 -5.308773166741830984e-04
1.145000000000000000e+03 1.503915185372987093e-11 5.226481688528522470e-05 -5.899512274701492875e-04
1.164000000000000000e+03 1.460200655899898505e-11 5.191610713590994142e-05 -6.337537466771766062e-04
1.183000000000000000e+03 1.417442057554957552e-11 5.154797826746045997e-05 -6.476316509784654351e-04
1.202000000000000000e+03 1.375948171777334146e-11 5.117219320434254325e-05 -6.855043556006720383e-04
1.221000000000000000e+03 1.336435722894575515e-11 5.081181264457822872e-05 -6.793894964523174845e-04
1.240000000000000000e+03 1.298492986916626997e-11 5.046270625680345260e-05 -7.472333450984348880e-04
1.259000000000000000e+03 1.262736403911512339e-11 5.014569737825064173e-05 -6.885645605575446259e-04
1.278000000000000000e+03 1.228569608667970119e-11 4.984821447100786255e-05 -8.474768438218279517e-04
1.297000000000000000e+03 1.196532940330570648e-11 4.959006919140288309e-05 -6.099730119445389816e-04
1.316000000000000000e+03 1.165714919865438293e-11 4.934098043783622224e-05 -4.861371324965936503e-04
1.335000000000000000e+03 1.136069150885378442e-11 4.910016943649266920e-05 -4.288096949506442252e-04
1.354000000000000000e+03 1.106076234163204136e-11 4.881146051450438932e-05 -4.008260288460166812e-04
1.373000000000000000e+03 1.075687576652185804e-11 4.846877979134836610e-05 -3.847969024705475858e-04
1.392000000000000000e+03 1.044743063346329117e-11 4.806729818649032335e-05 -2.939673220070264164e-04
1.411000000000000000e+03 1.013748877540951131e-11 4.761877916605238785e-05 -3.657321508630728083e-04
1.430000000000000000e+03 9.832389963112426522e-12 4.714478194656197249e-05 -3.441841628686745846e-04
1.449000000000000000e+03 9.531838290228153262e-12 4.664610779427621128e-05 -3.269402831950145956e-04
1.468000000000000000e+03 9.239701126168586226e-12 4.613689966202314284e-05 -3.180778877004855447e-04
1.487000000000000000e+03 8.960380596645665261e-12 4.563810699795508473e-05 -2.692982134583397718e-04
1.506000000000000000e+03 8.694916921555521494e-12 4.516078161915282509e-05 -2.543318633909965568e-04
1.525000000000000000e+03 8.445325552549942746e-12 4.471556135049982385e-05 -2.693308627320980804e-04
1.544000000000000000e+03 8.209761585483013836e-12 4.429830173215965874e-05 -2.720902068893474562e-04
1.563000000000000000e+03 7.987310583888287266e-12 4.390809355524917361e-05 -2.660365239448876239e-04
1.582000000000000000e+03 7.777298978414002392e-12 4.354528819051126082e-05 -1.865724618168167507e-04
1.601000000000000000e+03 7.575037721803317206e-12 4.319147523533896290e-05 -2.116222074988621284e-04
