1.000000000000000000e+02 1.339666635677781650e-10 4.059189906103607849e-06 9.530404075759713933e+00
1.760000000000000000e+02 7.026422957499194906e-11 6.566613839160425352e-06 1.490341997451079692e+01
2.520000000000000000e+02 4.853123656017420919e-11 9.282472554391440849e-06 1.995248274765729946e+01
3.280000000000000000e+02 3.767296910118500959e-11 1.219609632494091957e-05 2.502320716241840515e+01
4.040000000000000000e+02 3.107643802681056798e-11 1.525418036984028108e-05 3.008475200071095657e+01
4.800000000000000000e+02 2.657707337367376603e-11 1.840834410154107130e-05 3.498656664004995065e+01
5.560000000000000000e+02 2.324139864680673703e-11 2.159302568918125922e-05 3.953462221118196851e+01
6.320000000000000000e+02 2.063009056707359562e-11 2.475957453570348175e-05 4.357049419161207027e+01
7.080000000000000000e+02 1.849698015546238158e-11 2.785489836779413448e-05 4.693577107539586279e+01
7.840000000000000000e+02 1.670139616324741474e-11 3.083612176412617404e-05 4.950352923486051537e+01
8.600000000000000000e+02 1.515463064397909448e-11 3.366419341992200751e-05 5.116723686422704276e+01
9.360000000000000000e+02 1.379824238112809581e-11 3.630450033601476952e-05 5.184324932357446869e+01
1.012000000000000000e+03 1.259206836298720933e-11 3.872650330417850737e-05 5.147109716389072531e+01
1.088000000000000000e+03 1.150946790643334292e-11 4.091035763554604174e-05 5.004232595987211596e+01
1.164000000000000000e+03 1.053169020245120398e-11 4.284481144780645485e-05 4.759570622932413642e+01
1.240000000000000000e+03 9.642933542019807774e-12 4.451679555540668642e-05 4.417232874210350246e+01
1.316000000000000000e+03 8.829940314730309168e-12 4.591141594548388142e-05 3.982272627450965530e+01
1.392000000000000000e+03 8.081808639515333770e-12 4.701323859991579749e-05 3.461103907597856022e+01
1.468000000000000000e+03 7.389278522222360775e-12 4.780476005683094784e-05 2.861437475597220015e+01
1.544000000000000000e+03 6.744044551724158032e-12 4.826335019174063850e-05 2.192127504635881863e+01
1.620000000000000000e+03 6.138345259640229911e-12 4.835825225616045218e-05 1.463295605630601415e+01
1.696000000000000000e+03 5.564221353393185613e-12 4.804335674357208873e-05 6.864230957370234698e+00
1.772000000000000000e+03 5.012028647652382691e-12 4.723971322780096284e-05 -1.255293687593337149e+00
1.848000000000000000e+03 4.467961905565840417e-12 4.580043410744148334e-05 -9.566902398733752477e+00
1.924000000000000000e+03 3.930152675177551107e-12 4.366831938916532549e-05 -1.775463801257435748e+01
2.000000000000000000e+03 3.508559508870182704e-12 4.212376546349426274e-05 -2.517496086867299354e+01
