1.000000000000000000e+02 3.646360744492521716e-11 1.104847305581241593e-06 7.294194670939900815e-01
1.760000000000000000e+02 1.884617875731353764e-11 1.761288481943435262e-06 1.155961090453713425e+00
2.520000000000000000e+02 1.320158067739288242e-11 2.525039933003540048e-06 1.559929261946942258e+00
3.280000000000000000e+02 1.004443074584165994e-11 3.251743831935929902e-06 1.916556640422722113e+00
4.040000000000000000e+02 7.894612678644909120e-12 3.875149579439506685e-06 2.197863930806734256e+00
4.800000000000000000e+02 6.284277901844165204e-12 4.352742245933343582e-06 2.372908820003590602e+00
5.560000000000000000e+02 5.021191002439752360e-12 4.665068051782449081e-06 2.428371793328581330e+00
6.320000000000000000e+02 4.004619071781989360e-12 4.806215662142907263e-06 2.364021843807016410e+00
7.080000000000000000e+02 3.177850725876562901e-12 4.785576253709117046e-06 2.193560118933842062e+00
7.840000000000000000e+02 2.503719493184031220e-12 4.622667374655728264e-06 1.939608950770074447e+00
8.600000000000000000e+02 1.955677576357477113e-12 4.344303054568966772e-06 1.630128768279787588e+00
9.360000000000000000e+02 1.512925381714199640e-12 3.980651920126505995e-06 1.294008286401055585e+00
1.012000000000000000e+03 1.158285010050350109e-12 3.562268483289489065e-06 9.578675908222494817e-01
1.088000000000000000e+03 8.770804311847493451e-13 3.117578884324370072e-06 6.437886396001761824e-01
1.164000000000000000e+03 6.565890871876784420e-13 2.671122592715150696e-06 3.678746253826139512e-01
1.240000000000000000e+03 4.857467573052144466e-13 2.242459620034682375e-06 1.396729445800068414e-01
1.316000000000000000e+03 3.550097051032218716e-13 1.845878641839480698e-06 -3.714928836674651069e-02
1.392000000000000000e+03 2.562395729159354444e-13 1.490588643900218738e-06 -1.637762870081353184e-01
1.468000000000000000e+03 1.825947442557509386e-13 1.181292315688815232e-06 -2.449706511026563949e-01
1.544000000000000000e+03 1.284139102466348204e-13 9.189864438454572145e-07 -2.877508124112840293e-01
1.620000000000000000e+03 8.909010775607707205e-14 7.018572143088647589e-07 -3.001839109225620805e-01
1.696000000000000000e+03 6.093730750228697622e-14 5.261531879100666543e-07 -2.903928411444820501e-01
1.772000000000000000e+03 4.105568892868320394e-14 3.869608710774753527e-07 -2.658301034858482348e-01
1.848000000000000000e+03 2.719984832387725679e-14 2.788217283899044323e-07 -2.328132582777932558e-01
1.924000000000000000e+03 1.769822512198318107e-14 1.966467491528663289e-07 -1.961025737167225447e-01
2.000000000000000000e+03 1.143887296427322077e-14 1.373351088090681629e-07 -1.589972854543714731e-01
