 0.1440000E+03  0.3447785E-15  0.7289364E-15  0.2180425E-14
 0.1450000E+03  0.3366532E-15  0.7101406E-15  0.2121153E-14
 0.1460000E+03  0.3287860E-15  0.6919631E-15  0.2063883E-14
 0.1470000E+03  0.3211668E-15  0.6743795E-15  0.2008536E-14
 0.1480000E+03  0.3137859E-15  0.6573662E-15  0.1955034E-14
 0.1490000E+03  0.3066342E-15  0.6409010E-15  0.1903305E-14
 0.1500000E+03  0.2997029E-15  0.6249625E-15  0.1853278E-14
 0.1510000E+03  0.2929837E-15  0.6095303E-15  0.1804887E-14
 0.1520000E+03  0.2864684E-15  0.5945850E-15  0.1758068E-14
 0.1530000E+03  0.2801495E-15  0.5801080E-15  0.1712761E-14
 0.1540000E+03  0.2740197E-15  0.5660815E-15  0.1668907E-14
 0.1550000E+03  0.2680720E-15  0.5524887E-15  0.1626451E-14
 0.1560000E+03  0.2622996E-15  0.5393133E-15  0.1585341E-14
 0.1570000E+03  0.2566962E-15  0.5265398E-15  0.1545524E-14
 0.1580000E+03  0.2512556E-15  0.5141532E-15  0.1506954E-14
 0.1590000E+03  0.2459721E-15  0.5021396E-15  0.1469583E-14
 0.1600000E+03  0.2408399E-15  0.4904852E-15  0.1433367E-14
 0.1610000E+03  0.2358537E-15  0.4791770E-15  0.1398264E-14
 0.1620000E+03  0.2310083E-15  0.4682026E-15  0.1364233E-14
 0.1630000E+03  0.2262988E-15  0.4575501E-15  0.1331235E-14
 0.1640000E+03  0.2217205E-15  0.4472079E-15  0.1299234E-14
 0.1650000E+03  0.2172688E-15  0.4371652E-15  0.1268192E-14
 0.1660000E+03  0.2129393E-15  0.4274114E-15  0.1238076E-14
 0.1670000E+03  0.2087278E-15  0.4179365E-15  0.1208854E-14
 0.1680000E+03  0.2046304E-15  0.4087307E-15  0.1180493E-14
 0.1690000E+03  0.2006432E-15  0.3997847E-15  0.1152963E-14
 0.1700000E+03  0.1967625E-15  0.3910898E-15  0.1126236E-14
 0.1710000E+03  0.1929847E-15  0.3826373E-15  0.1100284E-14
 0.1720000E+03  0.1893064E-15  0.3744190E-15  0.1075080E-14
 0.1730000E+03  0.1857243E-15  0.3664270E-15  0.1050598E-14
 0.1740000E+03  0.1822353E-15  0.3586538E-15  0.1026814E-14
 0.1750000E+03  0.1788364E-15  0.3510921E-15  0.1003704E-14
 0.1760000E+03  0.1755245E-15  0.3437349E-15  0.9812457E-15
 0.1770000E+03  0.1722970E-15  0.3365754E-15  0.9594171E-15
 0.1780000E+03  0.1691511E-15  0.3296072E-15  0.9381972E-15
 0.1790000E+03  0.1660842E-15  0.3228242E-15  0.9175658E-15
 0.1800000E+03  0.1630938E-15  0.3162202E-15  0.8975036E-15
 0.1810000E+03  0.1601775E-15  0.3097895E-15  0.8779920E-15
 0.1820000E+03  0.1573330E-15  0.3035266E-15  0.8590129E-15
 0.1830000E+03  0.1545580E-15  0.2974262E-15  0.8405491E-15
 0.1840000E+03  0.1518504E-15  0.2914832E-15  0.8225841E-15
 0.1850000E+03  0.1492082E-15  0.2856925E-15  0.8051018E-15
 0.1860000E+03  0.1466293E-15  0.2800494E-15  0.7880868E-15
 0.1870000E+03  0.1441117E-15  0.2745494E-15  0.7715242E-15
 0.1880000E+03  0.1416537E-15  0.2691880E-15  0.7553999E-15
 0.1890000E+03  0.1392535E-15  0.2639610E-15  0.7397000E-15
 0.1900000E+03  0.1369092E-15  0.2588642E-15  0.7244113E-15
 0.1910000E+03  0.1346193E-15  0.2538937E-15  0.7095209E-15
 0.1920000E+03  0.1323822E-15  0.2490456E-15  0.6950166E-15
 0.1930000E+03  0.1301962E-15  0.2443164E-15  0.6808865E-15
 0.1940000E+03  0.1280599E-15  0.2397024E-15  0.6671191E-15
 0.1950000E+03  0.1259718E-15  0.2352001E-15  0.6537033E-15
 0.1960000E+03  0.1239306E-15  0.2308064E-15  0.6406286E-15
 0.1970000E+03  0.1219348E-15  0.2265179E-15  0.6278845E-15
 0.1980000E+03  0.1199832E-15  0.2223317E-15  0.6154612E-15
 0.1990000E+03  0.1180746E-15  0.2182446E-15  0.6033491E-15
 0.2000000E+03  0.1162076E-15  0.2142540E-15  0.5915389E-15
 0.2010000E+03  0.1143812E-15  0.2103569E-15  0.5800217E-15
 0.2020000E+03  0.1125942E-15  0.2065506E-15  0.5687888E-15
 0.2030000E+03  0.1108454E-15  0.2028327E-15  0.5578319E-15
 0.2040000E+03  0.1091338E-15  0.1992006E-15  0.5471430E-15
 0.2050000E+03  0.1074585E-15  0.1956518E-15  0.5367143E-15
 0.2060000E+03  0.1058183E-15  0.1921840E-15  0.5265382E-15
 0.2070000E+03  0.1042123E-15  0.1887950E-15  0.5166075E-15
 0.2080000E+03  0.1026396E-15  0.1854826E-15  0.5069151E-15
 0.2090000E+03  0.1010993E-15  0.1822445E-15  0.4974543E-15
 0.2100000E+03  0.9959057E-16  0.1790789E-15  0.4882185E-15
 0.2110000E+03  0.9811245E-16  0.1759837E-15  0.4792012E-15
 0.2120000E+03  0.9666418E-16  0.1729569E-15  0.4703964E-15
 0.2130000E+03  0.9524497E-16  0.1699968E-15  0.4617982E-15
 0.2140000E+03  0.9385402E-16  0.1671014E-15  0.4534006E-15
 0.2150000E+03  0.9249062E-16  0.1642692E-15  0.4451983E-15
 0.2160000E+03  0.9115403E-16  0.1614983E-15  0.4371857E-15
 0.2170000E+03  0.8984355E-16  0.1587872E-15  0.4293577E-15
 0.2180000E+03  0.8855850E-16  0.1561343E-15  0.4217092E-15
 0.2190000E+03  0.8729824E-16  0.1535380E-15  0.4142352E-15
 0.2200000E+03  0.8606210E-16  0.1509969E-15  0.4069312E-15
 0.2210000E+03  0.8484950E-16  0.1485095E-15  0.3997923E-15
 0.2220000E+03  0.8365981E-16  0.1460743E-15  0.3928143E-15
 0.2230000E+03  0.8249246E-16  0.1436902E-15  0.3859928E-15
 0.2240000E+03  0.8134689E-16  0.1413557E-15  0.3793236E-15
 0.2250000E+03  0.8022255E-16  0.1390696E-15  0.3728026E-15
 0.2260000E+03  0.7911891E-16  0.1368306E-15  0.3664260E-15
 0.2270000E+03  0.7803545E-16  0.1346375E-15  0.3601899E-15
 0.2280000E+03  0.7697167E-16  0.1324893E-15  0.3540906E-15
 0.2290000E+03  0.7592709E-16  0.1303847E-15  0.3481246E-15
 0.2300000E+03  0.7490124E-16  0.1283227E-15  0.3422883E-15
 0.2310000E+03  0.7389366E-16  0.1263022E-15  0.3365785E-15
 0.2320000E+03  0.7290390E-16  0.1243221E-15  0.3309917E-15
 0.2330000E+03  0.7193154E-16  0.1223815E-15  0.3255250E-15
 0.2340000E+03  0.7097616E-16  0.1204795E-15  0.3201751E-15
 0.2350000E+03  0.7003735E-16  0.1186150E-15  0.3149391E-15
 0.2360000E+03  0.6911471E-16  0.1167871E-15  0.3098141E-15
 0.2370000E+03  0.6820787E-16  0.1149951E-15  0.3047974E-15
 0.2380000E+03  0.6731644E-16  0.1132379E-15  0.2998860E-15
 0.2390000E+03  0.6644008E-16  0.1115147E-15  0.2950775E-15
 0.2400000E+03  0.6557842E-16  0.1098249E-15  0.2903692E-15
 0.2410000E+03  0.6473113E-16  0.1081674E-15  0.2857586E-15
 0.2420000E+03  0.6389787E-16  0.1065417E-15  0.2812433E-15
 0.2430000E+03  0.6307832E-16  0.1049469E-15  0.2768210E-15
