2.000000e+00 9.514626e-08 8.521307e-08 7.143810e-08 6.649241e-06 1.595677e-07 4.934601e-08 2.588959e-08 2.540736e-07 3.238774e-07 2.533097e-07 1.662075e-06 3.988805e-08 3.446148e-08 2.883711e-08
3.000000e+00 8.700140e-08 7.996590e-08 6.674244e-08 5.318760e-06 1.276429e-07 4.382634e-08 2.349277e-08 2.031943e-07 2.591078e-07 2.026621e-07 1.564276e-06 3.754147e-08 3.167411e-08 2.587501e-08
4.000000e+00 8.413214e-08 7.805635e-08 6.504140e-08 4.924614e-06 1.181852e-07 4.195313e-08 2.265635e-08 1.881406e-07 2.399412e-07 1.876687e-07 1.528316e-06 3.667889e-08 3.068221e-08 2.485471e-08
5.000000e+00 8.277717e-08 7.714870e-08 6.423217e-08 4.748675e-06 1.139635e-07 4.107913e-08 2.226260e-08 1.814369e-07 2.314086e-07 1.809899e-07 1.510961e-06 3.626285e-08 3.021002e-08 2.437511e-08
6.000000e+00 8.203078e-08 7.665321e-08 6.378822e-08 4.653680e-06 1.116843e-07 4.059976e-08 2.204616e-08 1.778277e-07 2.268250e-07 1.773979e-07 1.501232e-06 3.602988e-08 2.994748e-08 2.411015e-08
7.000000e+00 8.157907e-08 7.636087e-08 6.352357e-08 4.596225e-06 1.103060e-07 4.030977e-08 2.191551e-08 1.756554e-07 2.240769e-07 1.752401e-07 1.495227e-06 3.588637e-08 2.978656e-08 2.394835e-08
8.000000e+00 8.128797e-08 7.618162e-08 6.335827e-08 4.558713e-06 1.094062e-07 4.012276e-08 2.183174e-08 1.742457e-07 2.223072e-07 1.738460e-07 1.491264e-06 3.579193e-08 2.968110e-08 2.384255e-08
9.000000e+00 8.109240e-08 7.607128e-08 6.325314e-08 4.532828e-06 1.087855e-07 3.999698e-08 2.177597e-08 1.732814e-07 2.211108e-07 1.728992e-07 1.488515e-06 3.572671e-08 2.960859e-08 2.376993e-08
1.000000e+01 8.095735e-08 7.600607e-08 6.318711e-08 4.514197e-06 1.083390e-07 3.991012e-08 2.173808e-08 1.725948e-07 2.202750e-07 1.722330e-07 1.486535e-06 3.568004e-08 2.955697e-08 2.371826e-08
1.100000e+01 8.086274e-08 7.597225e-08 6.314799e-08 4.500335e-06 1.080069e-07 3.984940e-08 2.171224e-08 1.720912e-07 2.196785e-07 1.717527e-07 1.485067e-06 3.564573e-08 2.951927e-08 2.368053e-08
1.200000e+01 8.079624e-08 7.596140e-08 6.312835e-08 4.489740e-06 1.077533e-07 3.980702e-08 2.169490e-08 1.717130e-07 2.192484e-07 1.714012e-07 1.483954e-06 3.562000e-08 2.949124e-08 2.365245e-08
1.300000e+01 8.075005e-08 7.596817e-08 6.312343e-08 4.481462e-06 1.075554e-07 3.977801e-08 2.168379e-08 1.714241e-07 2.189382e-07 1.711423e-07 1.483093e-06 3.560044e-08 2.947016e-08 2.363130e-08
1.400000e+01 8.071890e-08 7.598898e-08 6.313007e-08 4.474871e-06 1.073980e-07 3.975910e-08 2.167742e-08 1.712002e-07 2.187175e-07 1.709521e-07 1.482420e-06 3.558543e-08 2.945423e-08 2.361528e-08
1.500000e+01 8.069930e-08 7.602140e-08 6.314612e-08 4.469542e-06 1.072709e-07 3.974803e-08 2.167475e-08 1.710252e-07 2.185654e-07 1.708142e-07 1.481887e-06 3.557388e-08 2.944223e-08 2.360314e-08
1.600000e+01 8.068863e-08 7.606371e-08 6.317005e-08 4.465174e-06 1.071670e-07 3.974322e-08 2.167505e-08 1.708874e-07 2.184673e-07 1.707173e-07 1.481462e-06 3.556501e-08 2.943327e-08 2.359402e-08
1.700000e+01 8.068521e-08 7.611468e-08 6.320077e-08 4.461552e-06 1.070810e-07 3.974354e-08 2.167781e-08 1.707788e-07 2.184127e-07 1.706531e-07 1.481122e-06 3.555826e-08 2.942674e-08 2.358729e-08
1.800000e+01 8.068763e-08 7.617342e-08 6.323747e-08 4.458517e-06 1.070091e-07 3.974815e-08 2.168265e-08 1.706932e-07 2.183940e-07 1.706157e-07 1.480850e-06 3.555322e-08 2.942217e-08 2.358249e-08
1.900000e+01 8.069496e-08 7.623924e-08 6.327957e-08 4.455951e-06 1.069486e-07 3.975642e-08 2.168928e-08 1.706261e-07 2.184054e-07 1.706006e-07 1.480633e-06 3.554958e-08 2.941923e-08 2.357928e-08
