1.000000000000000000e+02 4.219816270861327823e+00
2.000000000000000000e+02 1.270350337220225434e+01
3.000000000000000000e+02 2.460526875169502858e+01
4.000000000000000000e+02 3.954386885209702740e+01
5.000000000000000000e+02 5.723686219391595387e+01
6.000000000000000000e+02 7.762318005686525169e+01
7.000000000000000000e+02 1.006102614367113546e+02
8.000000000000000000e+02 1.261299368482914218e+02
9.000000000000000000e+02 1.540809382220946873e+02
1.000000000000000000e+03 1.843718272462816969e+02
1.100000000000000000e+03 2.168736152961223524e+02
1.200000000000000000e+03 2.514748949721721090e+02
1.300000000000000000e+03 2.880526585600237013e+02
1.400000000000000000e+03 3.264950849786289382e+02
1.500000000000000000e+03 3.666881430344329829e+02
1.600000000000000000e+03 4.085201843478870387e+02
1.700000000000000000e+03 4.519004397182721959e+02
1.800000000000000000e+03 4.967417345882161044e+02
1.900000000000000000e+03 5.429371299766382890e+02
2.000000000000000000e+03 5.904141955577837280e+02
