1.000000000000000000e+02 1.116052304088535951e+00
2.000000000000000000e+02 2.451108473255268816e+00
3.000000000000000000e+02 3.582567420467787755e+00
4.000000000000000000e+02 4.473657589625643638e+00
5.000000000000000000e+02 5.189931008643272392e+00
6.000000000000000000e+02 5.741541714469712510e+00
7.000000000000000000e+02 6.155999991654228509e+00
8.000000000000000000e+02 6.481587676396766362e+00
9.000000000000000000e+02 6.739813346272353733e+00
1.000000000000000000e+03 6.937674044293872910e+00
1.100000000000000000e+03 7.091048279970965318e+00
1.200000000000000000e+03 7.213291554227880376e+00
1.300000000000000000e+03 7.310635619957150944e+00
1.400000000000000000e+03 7.389414938766384111e+00
1.500000000000000000e+03 7.454449076767386551e+00
1.600000000000000000e+03 7.507131259492679121e+00
1.700000000000000000e+03 7.549612223469275740e+00
1.800000000000000000e+03 7.584648748708765709e+00
1.900000000000000000e+03 7.613368201636344423e+00
2.000000000000000000e+03 7.636704228372228620e+00
