1.000000000000000000e+02 3.120336608582172655e+00
2.000000000000000000e+02 9.109457357702074987e+00
3.000000000000000000e+02 1.731154180620440641e+01
4.000000000000000000e+02 2.749411174832252058e+01
5.000000000000000000e+02 3.951963698181369011e+01
6.000000000000000000e+02 5.331342601609550513e+01
7.000000000000000000e+02 6.888198446434273592e+01
8.000000000000000000e+02 8.620493360021853846e+01
9.000000000000000000e+02 1.052572787727362567e+02
1.000000000000000000e+03 1.260134361157461882e+02
1.100000000000000000e+03 1.484507172866935036e+02
1.200000000000000000e+03 1.725086556419905719e+02
1.300000000000000000e+03 1.981430569570556486e+02
1.400000000000000000e+03 2.252937201931997322e+02
1.500000000000000000e+03 2.539079307141978177e+02
1.600000000000000000e+03 2.839206872370515953e+02
1.700000000000000000e+03 3.152785885214690325e+02
1.800000000000000000e+03 3.479042926505775881e+02
1.900000000000000000e+03 3.817569939139399366e+02
2.000000000000000000e+03 4.167849752289546359e+02
