1.000000000000000000e+02 1.234820632643623961e+00 2.421253700258821251e+00 1.306731102558212676e+00 2.491300630928957371e+00
2.000000000000000000e+02 2.898104870778721587e+00 4.388753896184633518e+00 3.421815446834130192e+00 4.976059691165639620e+00
3.000000000000000000e+02 4.711968984929190363e+00 6.026417340480103135e+00 5.974266047754897890e+00 7.231257960354640524e+00
4.000000000000000000e+02 6.558613119725414720e+00 7.685055626585624466e+00 8.677903211002288231e+00 9.221550209851590907e+00
5.000000000000000000e+02 8.313676615268072112e+00 9.295243511021936911e+00 1.138945275836710991e+01 1.108104066554442824e+01
6.000000000000000000e+02 9.910613734057792001e+00 1.083684928625174138e+01 1.399929937692366444e+01 1.281785976281300954e+01
7.000000000000000000e+02 1.134080764491299931e+01 1.219635962663312867e+01 1.640077911912536379e+01 1.434931526131135726e+01
8.000000000000000000e+02 1.261764594177850007e+01 1.332405046900058032e+01 1.855529573875888971e+01 1.569201969231042426e+01
9.000000000000000000e+02 1.372654717203350927e+01 1.424062590557977259e+01 2.044749978290801096e+01 1.684926986608845922e+01
1.000000000000000000e+03 1.465088105601713409e+01 1.497349899995338518e+01 2.206597762918343264e+01 1.781756943478347210e+01
1.100000000000000000e+03 1.541922294556906792e+01 1.555888917673417460e+01 2.344143189045610853e+01 1.862707467219400925e+01
1.200000000000000000e+03 1.606488986145044962e+01 1.602331811248383886e+01 2.460324353126787855e+01 1.930245441555433672e+01
1.300000000000000000e+03 1.660325999443672629e+01 1.638534978091297489e+01 2.557245485122561490e+01 1.985794060798892602e+01
1.400000000000000000e+03 1.705002146856084622e+01 1.666952831015360204e+01 2.638110779012442464e+01 2.031622953063269321e+01
1.500000000000000000e+03 1.742276606920693283e+01 1.689684805128644385e+01 2.706066242405484701e+01 2.069739768340972930e+01
