1.000000000000000000e+02 1.126851308746845026e+00 1.125213422316340361e+00 1.192912269452692131e+00 1.194557756578378038e+00
2.000000000000000000e+02 2.492995973979025059e+00 2.404749852447562120e+00 2.952441623227490375e+00 3.002457736510057540e+00
3.000000000000000000e+02 3.659316706660138863e+00 3.231685269286282303e+00 4.677258002931599989e+00 4.330131715104031720e+00
4.000000000000000000e+02 4.579545969825414176e+00 3.744111199216212160e+00 6.138336134156915591e+00 5.160326620275455412e+00
5.000000000000000000e+02 5.312396290675899913e+00 4.129321837854796229e+00 7.380069451577717210e+00 5.744694729878407458e+00
6.000000000000000000e+02 5.871554674822935027e+00 4.419295667540312778e+00 8.396353575685358450e+00 6.180882274297620604e+00
7.000000000000000000e+02 6.292376499373975918e+00 4.639985116815586785e+00 9.194017656762760282e+00 6.503853345106183959e+00
8.000000000000000000e+02 6.625074605242004644e+00 4.813771912918765494e+00 9.828186418776038380e+00 6.754517736319663790e+00
9.000000000000000000e+02 6.887872562770415819e+00 4.949029254109080789e+00 1.033265838998155850e+01 6.955805810776316100e+00
1.000000000000000000e+03 7.087045119904645141e+00 5.051523241203586423e+00 1.072527299722518812e+01 7.115667259158122704e+00
1.100000000000000000e+03 7.241506569911702940e+00 5.132301723085610057e+00 1.103551380499631307e+01 7.245222801852443162e+00
1.200000000000000000e+03 7.365753772678610645e+00 5.197861094613344335e+00 1.128382030004941683e+01 7.352479422642662854e+00
1.300000000000000000e+03 7.465359839027257749e+00 5.250377403950531097e+00 1.148122688161332761e+01 7.440980591003187428e+00
1.400000000000000000e+03 7.545738210070515706e+00 5.292978841547670399e+00 1.164029036621147561e+01 7.515046216128079770e+00
1.500000000000000000e+03 7.611822202378764501e+00 5.328530020105915810e+00 1.177102392894759042e+01 7.578323990214807182e+00
1.600000000000000000e+03 7.665554308412797724e+00 5.357926468161542388e+00 1.187700921023033551e+01 7.631563395942708716e+00
1.700000000000000000e+03 7.709268306469615695e+00 5.382208407832024477e+00 1.196265417400650044e+01 7.676084295522382028e+00
1.800000000000000000e+03 7.745491519535380398e+00 5.402659142642608714e+00 1.203293313793357022e+01 7.713845061605663744e+00
1.900000000000000000e+03 7.775153426914486410e+00 5.419675845685588023e+00 1.209019266808544657e+01 7.745598083673848500e+00
2.000000000000000000e+03 7.799235960341273532e+00 5.433709969955602404e+00 1.213663671503471697e+01 7.772098251587067352e+00
