1.000000000000000000e+02 1.234820632643623961e+00 1.576936790765087748e+00 1.306731102558212676e+00 1.660844263668001419e+00
2.000000000000000000e+02 2.898104870778721587e+00 3.667726113648027031e+00 3.421815446834130192e+00 4.233501781616642035e+00
3.000000000000000000e+02 4.711968984929190363e+00 5.748060691672868039e+00 5.974266047754897890e+00 7.176610147189919964e+00
4.000000000000000000e+02 6.558613119725414720e+00 7.748289936179662440e+00 8.677903211002288231e+00 1.005705395793721024e+01
5.000000000000000000e+02 8.313676615268072112e+00 9.547009533197471143e+00 1.138945275836710991e+01 1.281091301051928433e+01
6.000000000000000000e+02 9.910613734057792001e+00 1.110554731436390696e+01 1.399929937692366444e+01 1.538606621069130043e+01
7.000000000000000000e+02 1.134080764491299931e+01 1.247502511729010699e+01 1.640077911912536379e+01 1.766439455098895195e+01
8.000000000000000000e+02 1.261764594177850007e+01 1.367622259017129593e+01 1.855529573875888971e+01 1.966545652623736373e+01
9.000000000000000000e+02 1.372654717203350927e+01 1.470224298096337812e+01 2.044749978290801096e+01 2.139005551825231066e+01
1.000000000000000000e+03 1.465088105601713409e+01 1.554504567309646568e+01 2.206597762918343264e+01 2.284024770617559241e+01
1.100000000000000000e+03 1.541922294556906792e+01 1.623860487595581503e+01 2.344143189045610853e+01 2.405981210280743454e+01
1.200000000000000000e+03 1.606488986145044962e+01 1.681934237252151831e+01 2.460324353126787855e+01 2.508215874305852466e+01
1.300000000000000000e+03 1.660325999443672629e+01 1.730310096571236045e+01 2.557245485122561490e+01 2.593045665148110146e+01
1.400000000000000000e+03 1.705002146856084622e+01 1.770372383647694647e+01 2.638110779012442464e+01 2.663593370244355185e+01
1.500000000000000000e+03 1.742276606920693283e+01 1.803777359774273492e+01 2.706066242405484701e+01 2.722833892834459135e+01
